NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,zip code tabulation area
ZCTA5 21231,11571,124,0,14,0,21,0,0,0,0,0,112,67,90,140,83,1419,311,260,1147,340,3755,1995,960,733,21231
ZCTA5 21233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21233
ZCTA5 21234,47507,944,23,2,0,0,40,49,45,53,104,224,287,617,621,711,10510,1759,3506,6443,4270,10008,5504,866,921,21234
ZCTA5 21236,27794,501,0,0,0,28,2,0,32,38,27,283,119,270,310,528,5623,916,2408,3075,2512,7031,3232,295,564,21236
ZCTA5 21237,23340,340,0,0,0,54,0,0,12,58,61,330,51,317,433,252,6160,724,1961,4242,2152,3932,1638,263,360,21237
ZCTA5 21239,18453,231,11,1,0,0,12,0,26,46,8,38,31,224,199,127,4463,915,1282,3304,1502,3007,2316,246,464,21239
ZCTA5 21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21240
ZCTA5 21244,25755,629,0,0,0,0,0,0,34,54,18,71,351,361,419,279,5445,1176,1808,3320,2731,5238,3128,379,314,21244
ZCTA5 21250,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,12,0,0,0,21250
ZCTA5 21251,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,21251
ZCTA5 21252,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,18,48,18,12,0,0,21252
ZCTA5 21285,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,21285
ZCTA5 21286,15098,218,0,29,0,0,0,0,0,0,130,7,92,25,37,167,1603,225,660,1995,1034,4509,2968,1008,391,21286
ZCTA5 21287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21287
ZCTA5 21401,29542,306,0,36,19,0,0,3,0,9,14,157,162,133,262,205,3617,479,1403,3008,1669,8764,6255,1806,1235,21401
ZCTA5 21402,969,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,56,45,191,196,200,68,23,39,21402
ZCTA5 21403,24303,693,0,36,0,7,0,7,11,110,71,112,237,163,137,743,2654,494,956,2898,1261,6882,4811,1042,978,21403
ZCTA5 21405,443,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,46,31,13,171,89,60,12,21405
ZCTA5 21409,14126,34,0,0,0,0,0,0,7,9,9,11,37,38,58,163,1870,221,898,1643,818,4302,2886,658,464,21409
ZCTA5 21502,30100,184,0,0,0,0,0,24,20,64,82,274,395,1119,565,487,9455,2572,2212,3710,2935,3572,1827,360,243,21502
ZCTA5 21520,1346,20,0,0,0,0,0,0,0,2,0,0,0,23,37,13,334,105,248,58,92,128,213,21,52,21520
ZCTA5 21521,1082,43,0,0,0,0,0,0,0,0,0,0,2,22,11,34,428,28,103,111,169,19,108,2,2,21521
ZCTA5 21523,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,0,11,5,20,0,0,0,21523
ZCTA5 21524,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,33,76,51,46,28,18,6,6,21524
ZCTA5 21529,391,0,0,0,0,0,0,0,0,0,0,0,21,0,16,44,172,17,12,38,46,17,8,0,0,21529
ZCTA5 21530,1125,18,0,0,0,0,0,0,0,0,0,0,11,0,7,51,362,77,75,120,166,105,127,6,0,21530
ZCTA5 21531,1943,2,0,0,0,0,0,0,0,0,0,39,25,55,85,27,872,34,109,170,199,177,123,0,26,21531
ZCTA5 21532,8485,71,0,0,0,0,0,0,0,0,9,10,111,294,46,93,2873,173,570,766,881,1440,911,107,130,21532
ZCTA5 21536,2739,12,0,0,0,0,0,0,0,28,10,79,44,77,58,21,989,184,281,202,251,307,136,2,58,21536
ZCTA5 21538,486,0,0,0,0,0,0,0,0,0,0,17,7,8,2,3,245,76,20,35,24,12,26,10,1,21538
ZCTA5 21539,1496,0,0,0,0,4,0,0,0,27,0,0,40,8,17,62,672,66,57,171,121,122,111,18,0,21539
ZCTA5 21540,61,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,43,2,1,1,0,6,0,1,0,21540
ZCTA5 21541,931,12,0,0,0,0,0,36,0,0,0,0,0,0,0,0,335,24,33,0,119,157,187,13,15,21541
ZCTA5 21542,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,4,3,0,0,0,0,21542
ZCTA5 21543,162,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,104,0,30,0,0,0,25,0,0,21543
ZCTA5 21545,1255,9,0,0,0,0,0,5,0,0,2,11,10,0,3,14,619,61,87,85,124,99,81,28,17,21545
ZCTA5 21550,10463,49,0,0,1,0,8,0,0,35,41,248,79,116,148,194,3521,569,867,767,927,1646,721,235,291,21550
ZCTA5 21555,957,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,363,40,84,125,130,45,48,12,9,21555
ZCTA5 21557,1120,0,0,0,0,0,0,0,0,0,0,0,171,38,0,0,407,82,87,76,41,106,112,0,0,21557
ZCTA5 21560,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21560
ZCTA5 21561,1817,9,0,0,0,0,0,0,0,0,0,76,6,18,21,6,378,97,154,153,209,346,276,31,37,21561
ZCTA5 21562,2000,10,0,0,0,0,0,0,13,7,7,34,29,57,5,9,672,98,249,391,141,169,102,7,0,21562
ZCTA5 21601,18237,356,0,6,0,0,67,8,36,26,27,200,130,180,244,333,3634,493,1296,2313,1489,4261,1770,826,542,21601
ZCTA5 21607,429,13,0,0,0,0,0,16,0,0,0,0,0,7,2,2,244,17,22,31,15,37,18,0,5,21607
ZCTA5 21610,251,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,81,7,16,26,14,53,34,1,7,21610
ZCTA5 21612,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,95,0,10,116,0,185,19,36,0,21612
ZCTA5 21613,12989,219,12,0,0,0,17,28,0,29,99,134,117,362,315,304,4486,550,841,1735,924,1583,928,170,136,21613
ZCTA5 21617,7331,73,0,0,0,0,0,0,0,0,0,8,0,23,101,107,1984,148,513,900,497,1692,1059,104,122,21617
ZCTA5 21619,4643,91,0,0,0,0,0,0,0,0,24,0,24,41,0,122,980,179,365,645,373,1246,406,120,27,21619
ZCTA5 21620,9491,97,0,0,0,0,9,0,23,0,0,81,50,0,221,117,2298,162,505,1032,552,2247,1364,427,306,21620
ZCTA5 21622,308,8,0,0,0,0,0,0,0,0,19,0,13,0,1,11,126,11,22,2,17,63,12,0,3,21622
ZCTA5 21623,1850,13,0,0,0,13,10,46,0,0,0,3,82,37,48,40,643,87,96,234,99,264,102,25,8,21623
ZCTA5 21624,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,20,4,0,56,6,0,0,21624
ZCTA5 21625,1239,0,0,0,0,0,0,0,0,0,0,0,20,28,0,10,376,93,99,213,79,138,162,21,0,21625
ZCTA5 21626,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,21,19,0,39,12,0,0,21626
ZCTA5 21627,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,11,21627
ZCTA5 21628,181,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,62,6,12,12,35,37,0,0,0,21628
ZCTA5 21629,6967,106,0,0,51,25,0,0,0,0,4,124,169,189,155,245,2299,315,711,870,498,808,325,35,38,21629
ZCTA5 21631,1728,128,0,0,0,0,0,0,0,0,0,4,2,1,31,23,729,15,79,182,123,281,98,17,15,21631
ZCTA5 21632,4517,61,0,0,0,0,0,0,0,11,38,23,103,117,202,116,1798,175,381,600,353,297,172,42,28,21632
ZCTA5 21634,325,20,0,0,0,11,0,8,0,0,0,0,0,5,0,16,88,4,38,27,33,50,25,0,0,21634
ZCTA5 21635,1572,2,0,0,0,0,0,0,5,0,0,49,29,7,58,52,389,20,125,119,117,383,123,70,24,21635
ZCTA5 21636,809,6,0,0,2,0,8,9,0,22,0,11,34,33,8,44,470,20,33,15,29,22,16,0,27,21636
ZCTA5 21638,3716,51,0,0,0,0,0,0,0,0,0,22,53,65,0,45,609,138,251,509,238,1143,420,70,102,21638
ZCTA5 21639,3049,37,0,7,6,30,16,0,36,97,35,19,50,52,10,121,1140,157,281,409,135,234,168,9,0,21639
ZCTA5 21640,823,38,0,0,0,0,22,0,0,0,0,0,0,17,17,41,407,24,52,33,58,99,0,0,15,21640
ZCTA5 21641,108,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,44,7,5,12,8,10,7,0,0,21641
ZCTA5 21643,3663,55,0,0,0,0,0,22,0,6,34,94,62,81,87,256,1185,94,252,633,291,384,99,15,13,21643
ZCTA5 21644,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,0,0,0,0,21644
ZCTA5 21645,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,6,17,137,28,141,101,19,15,21645
ZCTA5 21647,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,21,10,16,132,33,0,0,21647
ZCTA5 21648,123,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,38,6,31,21,6,11,5,0,0,21648
ZCTA5 21649,1228,103,0,0,7,22,3,0,47,35,9,33,15,36,27,12,555,29,35,97,4,65,14,78,2,21649
ZCTA5 21650,171,0,0,0,0,0,0,0,0,0,0,6,0,0,8,20,54,0,22,18,8,16,19,0,0,21650
ZCTA5 21651,1420,43,0,0,0,0,0,0,0,1,5,7,6,4,21,64,543,55,149,199,67,113,107,26,10,21651
ZCTA5 21652,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,12,27,0,63,7,8,0,21652
ZCTA5 21653,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,6,0,35,21,5,0,21653
ZCTA5 21654,1038,6,0,0,0,0,0,0,0,0,0,0,21,13,7,0,57,2,27,143,64,336,197,140,25,21654
ZCTA5 21655,3531,13,0,0,0,0,13,0,0,0,17,27,7,94,83,102,1120,131,305,331,441,474,342,19,12,21655
ZCTA5 21657,1006,26,0,0,0,0,0,7,0,0,1,14,70,14,130,0,257,9,58,89,121,170,38,0,2,21657
ZCTA5 21658,2847,20,0,0,5,6,0,5,84,8,0,1,0,0,19,60,578,117,301,304,99,672,387,89,92,21658
ZCTA5 21659,1172,10,0,0,0,0,0,0,0,0,60,31,0,29,49,90,492,72,6,168,43,103,19,0,0,21659
ZCTA5 21660,2837,41,0,0,0,10,0,0,0,4,6,61,31,94,74,64,960,56,218,572,156,298,171,15,6,21660
ZCTA5 21661,2168,3,0,0,0,0,0,0,0,0,8,11,20,41,71,33,480,149,93,246,240,434,171,65,103,21661
ZCTA5 21662,374,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,13,32,55,104,65,38,18,21662
ZCTA5 21663,2968,52,8,0,0,0,0,0,0,41,0,8,105,34,13,40,464,8,274,299,56,906,488,157,15,21663
ZCTA5 21664,374,5,0,0,0,0,0,0,0,0,0,4,9,0,0,17,132,45,27,25,34,30,46,0,0,21664
ZCTA5 21665,192,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,59,0,13,21,14,39,30,10,0,21665
ZCTA5 21666,10389,32,34,0,0,0,0,0,0,0,0,11,79,294,6,90,2336,210,946,1193,913,2548,1311,211,175,21666
ZCTA5 21667,236,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,141,10,0,14,27,12,9,0,0,21667
ZCTA5 21668,1513,15,0,0,7,0,0,0,0,0,0,10,4,16,28,28,658,16,145,128,182,138,116,17,5,21668
ZCTA5 21669,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,24,71,5,0,0,21669
ZCTA5 21671,588,0,0,0,0,0,0,0,0,0,0,0,13,15,11,0,233,20,41,58,54,65,63,12,3,21671
ZCTA5 21672,134,9,0,0,0,0,0,0,0,0,13,0,0,0,4,0,61,0,15,20,8,0,4,0,0,21672
ZCTA5 21673,2059,21,0,0,0,0,0,0,0,0,0,0,31,9,9,34,532,118,233,280,147,334,182,82,47,21673
ZCTA5 21675,38,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,8,0,0,0,0,0,11,0,21675
ZCTA5 21676,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,38,7,0,96,17,154,37,0,0,21676
ZCTA5 21677,338,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64,32,5,123,23,54,9,0,10,21677
ZCTA5 21678,1376,0,0,0,0,0,0,0,0,0,0,0,22,0,19,0,458,63,75,190,165,223,126,35,0,21678
ZCTA5 21679,281,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,48,0,35,0,51,116,0,19,0,21679
ZCTA5 21701,31482,572,23,0,0,10,5,12,43,71,128,69,231,228,128,449,5433,727,2140,3113,2338,8334,5308,898,1222,21701
ZCTA5 21702,34125,648,0,65,0,211,47,291,181,315,163,209,354,186,469,584,6173,793,2075,4032,3206,7943,4748,705,727,21702
ZCTA5 21703,27570,352,0,0,0,0,0,102,67,133,37,107,186,279,159,600,5536,723,2335,2806,2306,6866,3969,404,603,21703
ZCTA5 21704,12427,192,7,0,0,0,0,0,36,0,21,61,80,44,34,99,1948,289,528,1030,925,3603,2280,291,959,21704
ZCTA5 21705,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21705
ZCTA5 21710,3513,21,0,0,43,0,0,0,0,0,0,8,43,13,0,70,690,59,151,280,269,1172,584,60,50,21710
ZCTA5 21711,747,0,0,0,0,0,0,0,0,0,0,9,10,10,0,0,319,5,72,35,136,127,24,0,0,21711
ZCTA5 21713,6987,73,0,0,11,0,0,0,0,0,17,73,53,60,56,97,2486,197,460,764,643,1224,677,60,36,21713
ZCTA5 21714,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,16,0,19,27,0,0,21714
ZCTA5 21715,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,21715
ZCTA5 21716,5127,81,0,0,0,0,0,0,0,0,7,48,27,87,71,34,1453,126,379,536,553,801,765,80,79,21716
ZCTA5 21717,183,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,44,0,0,55,19,31,12,0,0,21717
ZCTA5 21718,109,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,25,0,10,12,3,24,16,3,12,21718
ZCTA5 21719,832,20,0,0,0,0,0,0,0,0,0,0,0,23,25,1,320,75,94,68,29,96,57,5,19,21719
ZCTA5 21722,4357,40,0,0,0,0,0,0,4,0,0,115,30,81,54,25,1795,52,267,674,347,380,462,11,20,21722
ZCTA5 21723,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,29,17,0,218,140,0,28,21723
ZCTA5 21727,3262,16,0,0,0,0,18,0,0,0,39,27,45,68,154,165,908,133,170,391,277,464,329,33,25,21727
ZCTA5 21733,905,0,0,0,0,13,0,0,0,0,0,0,0,19,17,5,338,42,110,89,51,163,38,20,0,21733
ZCTA5 21734,880,9,0,0,0,0,0,0,0,0,0,7,0,25,27,0,272,29,135,85,28,151,112,0,0,21734
ZCTA5 21737,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,138,7,30,62,88,420,572,98,146,21737
ZCTA5 21738,2253,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,9,55,172,118,719,700,112,186,21738
ZCTA5 21740,44268,953,48,1,0,21,74,0,29,235,91,378,794,1417,1078,1200,12895,2782,4461,4848,3786,5627,2917,368,265,21740
ZCTA5 21742,23764,272,0,0,0,0,93,0,18,98,25,250,196,523,203,656,6003,805,1650,3397,2149,4170,2490,426,340,21742
ZCTA5 21746,2171,0,0,0,7,0,0,7,0,14,14,61,82,228,169,50,505,560,184,203,33,40,14,0,0,21746
ZCTA5 21750,2572,17,0,0,0,0,0,0,0,0,0,12,26,17,105,23,1054,188,189,322,312,220,60,18,9,21750
ZCTA5 21754,5486,47,0,0,0,0,19,0,2,12,9,0,8,0,0,5,812,186,331,522,370,1654,1103,212,194,21754
ZCTA5 21755,4195,8,0,0,0,0,0,0,0,36,0,85,26,6,40,8,912,176,222,426,286,955,732,166,111,21755
ZCTA5 21756,2451,0,0,0,0,0,0,0,0,11,0,2,68,30,10,21,966,102,183,204,147,280,321,52,54,21756
ZCTA5 21757,1888,48,0,0,0,0,0,0,0,35,0,6,5,14,35,14,670,40,268,126,70,308,164,46,39,21757
ZCTA5 21758,3091,3,0,0,0,0,0,0,0,0,7,0,48,24,7,62,892,163,61,245,229,685,493,96,76,21758
ZCTA5 21762,139,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,50,0,0,42,0,0,0,21762
ZCTA5 21766,677,0,0,0,0,0,0,0,0,0,0,0,9,0,14,15,239,23,11,109,44,8,171,34,0,21766
ZCTA5 21767,777,26,0,0,0,0,0,0,0,0,0,0,46,106,28,0,161,22,82,213,20,43,30,0,0,21767
ZCTA5 21769,8372,31,0,0,0,0,0,0,0,21,0,0,0,118,7,71,2063,137,543,657,725,2032,1454,241,272,21769
ZCTA5 21770,6097,18,0,0,0,0,0,0,0,0,0,0,0,20,52,32,872,81,555,629,495,1964,1201,102,76,21770
ZCTA5 21771,22645,179,0,12,0,0,0,56,0,21,20,52,103,90,124,266,4175,463,1483,2721,1837,6408,3602,417,616,21771
ZCTA5 21773,3995,3,15,0,0,0,5,0,0,0,0,0,3,12,9,94,828,84,217,398,299,1043,771,106,108,21773
ZCTA5 21774,10730,82,0,0,0,0,0,29,0,0,37,50,0,46,14,52,1332,164,493,1031,790,3507,2469,387,247,21774
ZCTA5 21776,4655,0,0,0,0,0,0,0,0,0,0,5,10,47,3,96,1313,103,306,611,390,1114,437,58,162,21776
ZCTA5 21777,1788,0,0,0,0,0,0,0,0,0,0,31,0,0,48,14,395,102,58,156,183,474,308,0,19,21777
ZCTA5 21778,530,5,0,0,0,0,0,0,0,0,0,47,0,0,36,0,162,0,23,55,59,66,77,0,0,21778
ZCTA5 21779,856,0,0,0,0,0,0,0,0,0,94,0,26,0,0,9,234,28,40,23,83,250,38,23,8,21779
ZCTA5 21780,1533,20,0,0,0,0,0,0,0,12,11,12,107,13,28,9,508,90,69,193,83,283,87,0,8,21780
ZCTA5 21781,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,21781
ZCTA5 21782,2946,12,0,0,0,0,0,0,5,0,0,18,2,86,36,21,1092,73,265,381,188,418,284,65,0,21782
ZCTA5 21783,7299,20,0,0,0,0,0,0,2,0,0,32,55,271,152,105,2664,200,455,1011,677,1075,496,10,74,21783
ZCTA5 21784,26341,252,0,0,0,0,0,4,0,0,31,89,112,193,91,261,4475,620,1683,2753,1811,8223,4512,415,816,21784
ZCTA5 21787,7973,37,0,0,0,0,0,0,0,0,0,20,134,69,122,89,2693,285,606,1288,860,1028,658,56,28,21787
ZCTA5 21788,8559,75,0,0,0,0,0,0,23,9,2,128,70,156,75,89,2599,310,831,844,665,1604,888,58,133,21788
ZCTA5 21790,92,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,21,0,0,0,0,21790
ZCTA5 21791,3591,23,0,0,0,0,0,0,0,0,3,62,39,64,50,34,1338,107,225,491,195,572,312,39,37,21791
ZCTA5 21793,7604,107,0,0,0,0,20,0,0,61,4,4,60,41,51,70,1891,137,680,814,652,1776,943,136,157,21793
ZCTA5 21794,1432,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,13,105,172,401,331,107,108,21794
ZCTA5 21795,7117,194,0,17,0,0,7,0,0,15,0,40,41,64,160,80,2255,413,428,845,586,1158,740,49,25,21795
ZCTA5 21797,5972,36,23,0,0,0,0,0,0,0,0,4,40,81,30,97,1070,163,338,622,395,1645,871,371,186,21797
ZCTA5 21798,1911,0,0,0,0,0,0,0,0,0,2,5,51,49,48,23,375,62,72,221,289,377,308,24,5,21798
ZCTA5 21801,18795,165,0,0,0,61,18,0,14,121,59,290,154,502,293,362,5244,482,1121,2407,1210,3434,1784,639,435,21801
ZCTA5 21804,24944,310,0,0,0,0,0,59,0,32,81,169,266,313,407,783,7220,942,2021,2857,2447,4503,1771,305,458,21804
ZCTA5 21810,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,29,0,0,0,21810
ZCTA5 21811,18864,140,0,0,0,0,25,60,0,0,5,15,237,140,131,312,4280,404,1447,2584,1548,4630,2096,332,478,21811
ZCTA5 21813,2534,19,0,0,0,0,0,19,0,0,0,0,63,0,85,0,561,127,250,480,222,424,275,9,0,21813
ZCTA5 21814,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,19,0,87,17,0,0,0,0,21814
ZCTA5 21817,3222,68,0,0,0,7,0,15,0,0,18,19,21,113,36,134,912,192,276,354,231,524,209,57,36,21817
ZCTA5 21821,680,8,0,0,0,0,0,0,0,0,0,8,0,21,13,17,210,40,184,75,29,60,15,0,0,21821
ZCTA5 21822,2050,2,0,0,0,0,0,0,0,0,0,15,0,38,16,29,755,46,79,244,122,366,299,0,39,21822
ZCTA5 21824,193,3,0,0,0,0,0,0,0,0,0,24,0,8,30,0,90,0,10,24,2,0,2,0,0,21824
ZCTA5 21826,3182,0,0,0,0,0,0,0,0,0,0,9,34,69,15,78,1088,57,144,324,212,709,283,126,34,21826
ZCTA5 21829,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,11,81,96,86,0,0,10,21829
ZCTA5 21830,3091,1,0,0,0,0,0,0,0,0,0,9,0,29,14,21,800,81,107,361,352,968,325,10,13,21830
ZCTA5 21835,269,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,190,0,0,5,18,10,16,0,0,21835
ZCTA5 21837,1944,12,0,0,0,0,0,0,0,0,0,46,17,45,80,63,765,123,83,218,143,142,183,11,13,21837
ZCTA5 21838,1293,0,0,0,0,0,0,0,0,15,0,8,0,28,19,21,614,41,70,170,115,165,27,0,0,21838
ZCTA5 21840,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,53,34,73,0,54,0,15,0,21840
ZCTA5 21841,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,12,25,78,23,52,42,0,19,21841
ZCTA5 21842,8918,163,0,0,0,0,0,0,0,21,0,0,33,115,64,68,2127,333,650,1044,666,2201,1157,186,90,21842
ZCTA5 21849,2481,5,0,0,0,0,0,0,0,0,0,22,27,44,57,38,846,56,273,224,210,395,284,0,0,21849
ZCTA5 21850,2642,34,0,0,0,0,0,0,32,0,0,0,37,25,50,110,1152,113,174,231,272,289,85,26,12,21850
ZCTA5 21851,5260,1,0,0,0,0,0,0,0,0,0,52,34,86,153,48,1697,218,310,980,496,660,408,107,10,21851
ZCTA5 21853,6323,93,0,0,7,0,0,0,24,6,0,35,55,42,147,57,2292,105,562,626,536,1020,530,55,131,21853
ZCTA5 21856,732,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,236,62,93,189,0,48,39,0,18,21856
ZCTA5 21861,628,9,0,0,0,0,0,0,0,0,0,2,12,0,9,12,224,29,53,88,69,70,32,19,0,21861
ZCTA5 21862,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,21862
ZCTA5 21863,3504,64,0,0,0,0,0,0,22,0,4,0,44,99,50,12,1195,295,233,359,276,374,355,63,59,21863
ZCTA5 21864,410,15,0,0,0,0,0,0,0,0,0,6,0,0,4,34,131,13,31,68,37,71,0,0,0,21864
ZCTA5 21865,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,18,0,0,61,76,14,15,0,21865
ZCTA5 21866,81,0,0,0,0,0,0,0,0,0,0,29,0,19,0,0,24,5,0,0,0,4,0,0,0,21866
ZCTA5 21867,46,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,10,0,10,0,0,0,0,0,21867
ZCTA5 21869,577,7,0,0,0,0,0,0,0,0,20,6,10,9,17,24,203,38,32,80,63,37,21,9,1,21869
ZCTA5 21871,1478,0,0,0,0,0,10,0,0,0,0,0,61,43,84,34,451,133,140,106,137,179,84,16,0,21871
ZCTA5 21872,485,0,0,0,0,0,0,0,0,11,0,0,0,11,0,6,53,24,0,129,21,201,18,0,11,21872
ZCTA5 21874,1173,3,0,0,0,0,0,0,0,15,0,32,0,10,24,19,379,37,148,174,83,133,92,15,9,21874
ZCTA5 21875,5015,64,0,0,0,0,33,0,0,0,0,6,60,35,113,80,1455,212,321,787,697,723,346,16,67,21875
ZCTA5 21890,2947,0,0,0,0,0,10,0,0,0,0,109,130,201,354,55,879,643,161,278,58,41,0,21,7,21890
ZCTA5 21901,13004,216,0,0,0,26,0,0,0,0,8,46,48,87,84,312,2918,619,802,1978,1145,2833,1451,280,151,21901
ZCTA5 21902,340,8,0,0,0,0,0,0,0,0,0,13,8,17,5,0,114,66,18,11,27,30,23,0,0,21902
ZCTA5 21903,4078,52,0,0,0,0,0,9,0,0,0,26,20,51,24,96,1395,95,546,533,413,498,294,8,18,21903
ZCTA5 21904,4184,35,0,0,0,0,0,0,0,0,0,32,45,30,59,93,1453,245,408,483,130,461,525,100,85,21904
ZCTA5 21911,7490,217,0,0,0,0,0,4,17,0,8,30,171,178,123,122,2120,350,720,905,637,1016,666,75,131,21911
ZCTA5 21912,1253,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,429,0,102,260,132,146,111,60,0,21912
ZCTA5 21913,567,9,0,0,0,0,0,0,0,0,0,0,15,9,29,4,193,32,17,43,55,102,57,0,2,21913
ZCTA5 21914,605,2,0,2,0,0,0,0,0,0,0,12,0,14,25,13,162,13,55,125,30,81,57,7,7,21914
ZCTA5 21915,1909,3,0,0,0,0,0,0,0,34,19,0,24,6,8,59,680,119,177,166,209,244,96,48,17,21915
ZCTA5 21917,1566,18,0,0,0,0,0,0,11,0,0,6,0,61,0,21,672,54,155,242,137,94,86,0,9,21917
ZCTA5 21918,3107,2,0,0,0,0,0,0,0,0,0,12,82,136,27,105,1052,113,329,412,337,232,226,39,3,21918
ZCTA5 21919,2625,21,0,0,0,0,0,0,0,0,0,88,17,31,0,35,1132,39,95,183,163,451,262,50,58,21919
ZCTA5 21920,919,0,0,0,0,0,0,0,0,0,0,0,0,147,0,45,175,142,74,64,66,162,44,0,0,21920
ZCTA5 21921,31661,349,0,25,0,0,0,19,71,36,21,343,464,279,270,635,9607,1852,2486,3375,2708,5966,2550,185,420,21921
ZCTA5 21930,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,0,21930
ZCTA5 22003,39829,1966,9,0,66,212,156,55,55,242,149,312,530,180,203,1254,5445,843,1713,3567,2480,11198,6781,1368,1045,22003
ZCTA5 22015,30047,405,0,0,0,0,49,0,35,34,0,159,135,86,133,337,2840,507,1215,2367,1931,10181,7880,1034,719,22015
ZCTA5 22025,13295,217,0,0,0,7,0,0,0,0,22,0,68,0,23,99,1922,232,921,1439,1004,3799,3053,291,198,22025
ZCTA5 22026,13956,409,20,1,0,0,14,0,0,73,0,20,43,28,139,409,2439,419,1602,1305,1336,3439,1777,319,164,22026
ZCTA5 22027,1446,0,0,0,0,0,0,0,0,10,0,0,4,11,0,28,82,0,38,56,64,483,374,156,140,22027
