NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,zip code tabulation area
ZCTA5 22542,849,41,10,8,8,0,0,30,0,0,54,64,187,186,64,132,65,22542
ZCTA5 22546,6744,201,76,85,295,143,117,223,164,313,518,715,1009,811,476,1047,551,22546
ZCTA5 22548,115,0,0,0,0,0,92,0,0,0,0,23,0,0,0,0,0,22548
ZCTA5 22551,8442,347,283,244,110,166,267,224,136,148,373,754,884,696,816,1116,1878,22551
ZCTA5 22553,5846,125,102,42,47,95,152,40,86,139,205,352,627,660,467,941,1766,22553
ZCTA5 22554,20197,369,76,140,164,153,230,136,399,288,632,956,2336,2186,1924,4119,6089,22554
ZCTA5 22556,9665,115,63,213,38,71,115,171,330,222,417,683,933,993,861,1405,3035,22556
ZCTA5 22560,2709,183,144,195,66,97,52,33,129,206,227,218,310,279,136,319,115,22560
ZCTA5 22567,911,35,0,16,15,0,9,71,38,58,62,39,72,83,106,136,171,22567
ZCTA5 22572,2414,135,135,79,84,79,102,60,95,175,161,177,332,254,210,273,63,22572
ZCTA5 22576,753,31,7,61,6,0,36,15,23,21,17,58,78,164,50,121,65,22576
ZCTA5 22578,1266,41,29,17,7,60,52,55,21,71,38,193,225,47,124,63,223,22578
ZCTA5 22580,1951,59,77,94,31,23,53,54,46,59,112,209,191,172,193,156,422,22580
ZCTA5 22601,12123,792,345,594,578,407,359,493,610,283,1097,1448,1798,1001,723,589,1006,22601
ZCTA5 22602,11510,318,187,71,375,222,193,292,145,348,698,1157,1645,1215,1174,1612,1858,22602
ZCTA5 22603,6859,381,44,370,174,108,99,189,412,240,534,878,695,684,516,746,789,22603
ZCTA5 22610,764,25,20,56,45,7,7,6,91,2,10,40,149,108,53,87,58,22610
ZCTA5 22611,3452,109,114,174,72,23,74,131,32,84,113,163,439,342,384,571,627,22611
ZCTA5 22620,1161,86,28,60,11,26,16,17,6,3,80,142,106,47,107,117,309,22620
ZCTA5 22623,209,12,9,18,0,0,0,10,0,11,38,17,45,19,2,19,9,22623
ZCTA5 22624,1010,7,59,0,16,0,0,12,39,93,82,0,182,65,116,106,233,22624
ZCTA5 22625,1349,75,0,38,97,0,9,15,81,19,36,142,176,146,171,104,240,22625
ZCTA5 22627,317,0,0,0,0,39,8,0,0,0,18,46,50,6,26,9,115,22627
ZCTA5 22630,13368,624,515,319,317,321,332,281,444,493,961,1314,1861,1631,962,1251,1742,22630
ZCTA5 22637,822,43,5,0,0,0,11,35,208,0,0,77,135,63,52,97,96,22637
ZCTA5 22639,275,0,0,0,0,7,0,8,0,0,16,47,60,22,17,20,78,22639
ZCTA5 22640,203,0,0,0,0,0,0,0,0,20,22,0,21,53,0,76,11,22640
ZCTA5 22641,86,0,0,6,0,15,0,0,0,0,15,0,0,0,15,17,18,22641
ZCTA5 22642,1520,28,6,24,24,0,16,20,22,64,48,92,288,200,182,363,143,22642
ZCTA5 22643,71,0,10,0,0,0,0,0,0,0,28,0,0,33,0,0,0,22643
ZCTA5 22644,1006,123,35,47,41,34,24,31,22,12,71,55,139,163,77,60,72,22644
ZCTA5 22645,1828,17,24,64,152,60,70,48,73,36,177,126,99,262,101,282,237,22645
ZCTA5 22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22646
ZCTA5 22650,401,19,7,12,13,0,5,44,0,41,15,82,35,51,0,58,19,22650
ZCTA5 22652,546,29,0,10,0,30,47,8,11,11,70,15,75,88,28,86,38,22652
ZCTA5 22654,445,28,0,9,18,17,0,23,0,0,0,139,62,0,0,91,58,22654
ZCTA5 22655,8375,154,107,88,117,154,221,160,200,233,566,708,1128,1075,1029,1317,1118,22655
ZCTA5 22656,2010,20,0,54,7,42,26,130,6,0,126,146,353,246,113,292,449,22656
ZCTA5 22657,4866,259,122,116,226,130,161,174,256,344,435,489,656,452,311,411,324,22657
ZCTA5 22660,633,44,6,14,41,21,13,14,24,21,37,93,146,36,25,46,52,22660
ZCTA5 22663,545,37,3,13,20,13,0,23,47,12,60,9,10,14,65,174,45,22663
ZCTA5 22664,3493,160,122,219,116,124,121,112,63,292,249,232,584,391,296,206,206,22664
ZCTA5 22701,13457,397,290,264,275,267,433,389,292,407,1100,1140,1531,1918,1186,1910,1658,22701
ZCTA5 22709,372,0,0,38,0,0,20,24,0,48,0,30,43,49,72,9,39,22709
ZCTA5 22711,35,0,0,0,0,0,0,0,9,0,0,10,16,0,0,0,0,22711
ZCTA5 22712,3006,23,12,12,107,134,12,74,86,68,224,204,483,238,275,679,375,22712
ZCTA5 22713,597,0,0,0,37,0,17,0,72,78,0,66,72,122,18,56,59,22713
ZCTA5 22714,414,32,0,9,0,0,0,98,0,0,0,0,31,40,125,10,69,22714
ZCTA5 22715,556,0,33,0,0,21,8,16,32,57,21,66,34,109,75,45,39,22715
ZCTA5 22716,541,0,15,13,11,0,0,0,5,0,73,70,10,0,140,39,165,22716
ZCTA5 22718,363,4,12,0,0,0,0,34,0,4,56,10,168,15,35,25,0,22718
ZCTA5 22719,133,0,0,0,0,0,0,0,0,0,24,13,46,15,16,19,0,22719
ZCTA5 22720,428,36,4,6,0,7,0,5,12,11,0,0,44,37,58,66,142,22720
ZCTA5 22722,153,0,0,0,0,0,0,0,11,0,0,14,31,0,0,14,83,22722
ZCTA5 22723,28,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,8,22723
ZCTA5 22724,880,54,0,0,0,48,13,48,6,30,11,50,35,95,65,185,240,22724
ZCTA5 22725,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,22725
ZCTA5 22726,227,0,8,0,0,27,9,0,0,11,11,14,87,0,10,25,25,22726
ZCTA5 22727,2310,104,98,9,54,127,30,64,221,93,90,155,283,219,337,257,169,22727
ZCTA5 22728,1252,50,0,7,39,17,71,6,0,15,50,55,143,186,124,222,267,22728
ZCTA5 22729,23,10,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,22729
ZCTA5 22730,109,0,0,0,0,0,0,0,0,0,0,21,24,24,0,0,40,22730
ZCTA5 22731,35,6,0,0,0,0,0,0,0,0,0,11,6,12,0,0,0,22731
ZCTA5 22732,114,6,0,0,16,6,9,0,0,0,0,16,14,0,0,0,47,22732
ZCTA5 22733,603,9,9,0,56,0,0,0,157,0,26,55,49,47,29,63,103,22733
ZCTA5 22734,1519,133,29,11,15,37,2,71,65,48,63,161,278,188,30,270,118,22734
ZCTA5 22735,712,0,0,51,121,10,20,27,50,0,24,133,98,62,39,15,62,22735
ZCTA5 22736,266,0,9,0,0,3,10,79,0,0,0,0,31,62,46,18,8,22736
ZCTA5 22737,1221,0,25,27,9,47,32,24,25,32,38,53,337,133,101,185,153,22737
ZCTA5 22738,371,0,50,14,13,0,21,16,4,33,8,20,54,47,20,47,24,22738
ZCTA5 22740,533,0,0,76,0,43,0,6,0,10,65,97,75,38,32,64,27,22740
ZCTA5 22741,158,0,0,0,0,40,0,0,0,0,6,0,9,9,42,6,46,22741
ZCTA5 22742,581,0,9,21,1,20,22,0,9,12,22,27,135,48,25,164,66,22742
ZCTA5 22743,156,25,18,0,0,0,0,0,11,40,0,0,13,49,0,0,0,22743
ZCTA5 22746,128,0,0,0,0,0,0,0,0,0,0,14,54,0,60,0,0,22746
ZCTA5 22747,405,41,24,0,0,8,10,2,43,9,0,51,16,20,29,83,69,22747
ZCTA5 22749,156,0,0,2,0,0,0,0,40,16,9,17,20,0,0,0,52,22749
ZCTA5 22801,15084,1124,592,530,581,655,542,446,583,478,854,1340,2083,1639,998,1294,1345,22801
ZCTA5 22802,11303,518,431,519,513,410,189,523,330,377,1172,1208,1700,1202,772,750,689,22802
ZCTA5 22807,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22807
ZCTA5 22810,311,0,20,0,0,33,0,8,0,0,41,86,9,50,0,57,7,22810
ZCTA5 22811,137,25,0,0,0,19,8,0,0,10,24,11,6,0,0,23,11,22811
ZCTA5 22812,3482,24,56,45,156,247,180,116,84,136,128,307,541,477,184,382,419,22812
ZCTA5 22815,3474,199,139,111,35,80,195,122,153,204,127,376,479,391,221,350,292,22815
ZCTA5 22820,56,19,0,6,0,0,0,0,0,11,0,0,0,0,0,14,6,22820
ZCTA5 22821,2404,68,37,23,104,77,159,74,100,122,192,101,339,313,298,292,105,22821
ZCTA5 22824,2616,93,168,64,120,94,127,100,98,109,262,177,347,216,196,48,397,22824
ZCTA5 22827,4541,125,167,209,241,191,93,152,396,219,230,417,720,606,289,243,243,22827
ZCTA5 22830,821,69,32,28,0,10,88,0,46,35,78,149,42,51,151,0,42,22830
ZCTA5 22831,140,14,10,0,0,9,13,0,27,0,0,16,11,33,0,7,0,22831
ZCTA5 22832,429,0,12,0,18,13,24,10,22,53,21,63,45,22,39,33,54,22832
ZCTA5 22834,393,0,0,0,0,17,19,9,6,21,29,31,65,32,84,48,32,22834
ZCTA5 22835,5161,221,256,271,300,159,221,325,433,262,423,366,530,589,263,329,213,22835
ZCTA5 22840,2098,70,35,17,54,24,0,25,23,86,132,278,336,264,194,141,419,22840
ZCTA5 22841,1249,48,19,54,23,38,20,60,18,110,93,62,132,116,97,138,221,22841
ZCTA5 22842,2152,125,126,41,113,78,117,137,55,85,196,171,283,225,72,176,152,22842
ZCTA5 22843,928,30,9,9,8,54,56,23,79,38,42,48,127,89,115,60,141,22843
ZCTA5 22844,2052,49,23,136,129,105,40,59,139,67,205,256,325,160,135,142,82,22844
ZCTA5 22845,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,22845
ZCTA5 22846,511,0,0,0,0,10,0,0,41,0,36,32,112,54,63,36,127,22846
ZCTA5 22847,335,9,11,12,21,9,9,0,47,19,9,13,12,27,77,12,48,22847
ZCTA5 22849,1925,29,117,35,173,104,86,38,56,29,163,286,271,184,174,100,80,22849
ZCTA5 22850,406,18,0,0,2,10,28,6,0,23,13,48,90,33,37,11,87,22850
ZCTA5 22851,2257,250,96,142,118,101,125,27,83,61,237,271,248,244,109,90,55,22851
ZCTA5 22853,1740,26,50,113,49,115,37,93,77,61,150,122,329,244,92,88,94,22853
ZCTA5 22901,16684,762,397,272,503,576,698,560,341,475,1116,1449,1892,1575,1299,1772,2997,22901
ZCTA5 22902,11291,430,252,222,326,403,301,256,579,217,627,1022,1542,1131,788,1528,1667,22902
ZCTA5 22903,16287,1398,661,650,648,484,324,655,450,703,1261,1254,1738,1221,805,1668,2367,22903
ZCTA5 22904,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22904
ZCTA5 22908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22908
ZCTA5 22911,7996,180,57,74,79,119,113,248,158,281,427,472,1098,625,904,1336,1825,22911
ZCTA5 22920,1667,126,15,82,29,90,6,103,43,28,137,80,217,201,77,143,290,22920
ZCTA5 22922,867,92,63,0,55,0,0,34,46,49,93,53,87,101,24,74,96,22922
ZCTA5 22923,2441,70,19,34,21,26,10,0,77,14,260,48,385,363,511,305,298,22923
ZCTA5 22931,50,0,0,0,0,0,0,3,0,0,0,0,16,16,1,8,6,22931
ZCTA5 22932,3664,17,101,106,147,115,42,27,48,101,106,256,506,381,205,545,961,22932
ZCTA5 22935,245,0,13,32,0,21,0,13,0,0,0,0,38,40,44,0,44,22935
ZCTA5 22936,2531,74,10,17,43,0,16,28,24,10,281,112,121,308,256,381,850,22936
ZCTA5 22937,655,53,21,17,52,5,0,32,0,27,38,9,182,95,13,77,34,22937
ZCTA5 22938,348,13,0,18,5,14,21,0,12,26,20,4,29,34,22,75,55,22938
ZCTA5 22939,2866,69,98,60,37,19,119,323,49,111,195,182,423,401,188,418,174,22939
ZCTA5 22940,310,0,0,0,0,0,0,0,39,0,13,0,43,0,31,14,170,22940
ZCTA5 22942,4428,96,247,236,54,61,137,62,27,218,389,386,411,582,342,770,410,22942
ZCTA5 22943,206,0,14,0,0,0,0,0,38,0,27,7,30,17,0,31,42,22943
ZCTA5 22946,61,0,0,0,0,0,0,0,0,15,0,4,6,21,0,0,15,22946
ZCTA5 22947,2162,23,59,54,25,0,30,102,62,42,83,144,259,125,164,407,583,22947
ZCTA5 22948,75,0,0,16,0,0,0,14,0,0,45,0,0,0,0,0,0,22948
ZCTA5 22949,584,12,118,39,0,0,18,7,30,53,41,43,29,20,36,37,101,22949
ZCTA5 22952,692,21,0,22,19,103,9,22,28,21,44,51,164,114,12,46,16,22952
ZCTA5 22957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22957
ZCTA5 22958,1237,15,77,53,15,14,8,3,22,36,19,233,164,72,134,149,223,22958
ZCTA5 22959,745,36,0,33,20,44,87,0,0,20,26,42,80,84,40,87,146,22959
ZCTA5 22960,4481,64,75,64,177,74,64,172,261,276,384,433,609,593,340,470,425,22960
ZCTA5 22963,6594,157,154,91,177,143,84,42,150,117,390,466,1049,1221,412,1062,879,22963
ZCTA5 22964,71,0,0,0,0,0,0,0,0,0,14,0,34,0,0,23,0,22964
ZCTA5 22967,816,63,42,39,10,69,19,22,11,5,35,41,55,139,99,117,50,22967
ZCTA5 22968,4126,136,88,51,60,76,52,160,148,74,373,553,480,274,337,557,707,22968
ZCTA5 22969,521,10,0,33,32,4,43,18,0,65,8,20,44,123,29,39,53,22969
ZCTA5 22971,866,21,50,26,4,21,0,36,13,59,37,132,131,63,87,67,119,22971
ZCTA5 22972,113,0,0,0,0,0,0,11,0,0,0,11,38,0,0,0,53,22972
ZCTA5 22973,2603,114,88,83,78,77,63,174,90,57,149,268,473,205,192,221,271,22973
ZCTA5 22974,1381,14,0,43,26,30,0,45,24,0,37,283,141,96,268,198,176,22974
ZCTA5 22976,84,0,12,0,15,0,1,0,53,3,0,0,0,0,0,0,0,22976
ZCTA5 22980,14013,519,460,610,394,813,383,845,599,485,1315,1157,1670,1956,828,1181,798,22980
ZCTA5 22989,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,22989
ZCTA5 23002,4381,270,164,46,110,50,159,318,245,272,232,422,773,456,272,520,72,23002
ZCTA5 23004,353,14,0,9,6,8,3,22,21,0,72,41,65,30,39,0,23,23004
ZCTA5 23005,7425,351,74,147,244,188,197,360,157,209,535,718,922,648,524,797,1354,23005
ZCTA5 23009,3099,192,20,131,68,103,53,91,83,100,105,263,412,346,443,388,301,23009
ZCTA5 23011,359,8,0,0,0,0,0,12,0,0,46,9,32,23,122,90,17,23011
ZCTA5 23015,1784,51,13,25,67,20,17,37,55,12,93,344,119,80,230,237,384,23015
ZCTA5 23021,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23021
ZCTA5 23022,371,0,51,17,78,0,0,35,24,0,0,144,0,13,9,0,0,23022
ZCTA5 23023,132,26,36,0,0,0,0,0,0,0,0,10,40,0,14,6,0,23023
ZCTA5 23024,4324,64,200,151,136,81,208,96,108,211,152,249,471,336,473,717,671,23024
ZCTA5 23025,375,0,0,62,0,31,0,24,0,53,0,22,129,9,0,25,20,23025
ZCTA5 23027,470,13,5,0,0,7,51,0,0,9,43,24,137,36,43,0,102,23027
ZCTA5 23030,1972,147,45,103,58,46,44,32,37,50,127,249,304,232,156,156,186,23030
ZCTA5 23032,47,0,5,0,0,0,5,0,0,0,0,0,8,12,3,11,3,23032
ZCTA5 23035,727,0,48,0,8,36,34,14,73,38,44,86,29,64,82,122,49,23035
ZCTA5 23038,633,17,14,21,0,0,30,0,108,14,55,40,99,35,49,34,117,23038
ZCTA5 23039,380,0,0,0,0,11,11,0,0,0,6,7,92,44,19,77,113,23039
ZCTA5 23040,2087,128,82,14,43,46,110,120,344,60,286,267,220,150,97,82,38,23040
ZCTA5 23043,739,46,0,7,48,8,25,30,30,65,53,95,94,100,33,74,31,23043
ZCTA5 23045,14,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,23045
ZCTA5 23047,626,0,0,0,24,7,70,0,53,16,27,61,110,45,33,103,77,23047
ZCTA5 23050,243,0,15,0,8,0,0,127,0,0,16,18,20,0,9,30,0,23050
ZCTA5 23055,471,0,15,0,0,0,0,11,0,0,280,31,0,40,13,58,23,23055
ZCTA5 23056,60,0,0,0,0,0,0,0,15,0,0,0,22,8,0,0,15,23056
ZCTA5 23059,15784,301,159,215,160,409,166,165,115,167,651,1070,1176,1278,1642,1995,6115,23059
ZCTA5 23060,14564,435,227,255,401,264,218,281,373,427,684,1487,1923,1270,1391,2168,2760,23060
ZCTA5 23061,9043,240,131,122,114,268,286,205,498,203,468,921,1530,1137,810,967,1143,23061
ZCTA5 23062,801,15,120,43,0,0,0,0,33,15,188,143,69,89,17,20,49,23062
ZCTA5 23063,1875,59,13,55,67,0,33,119,123,18,208,145,161,331,99,151,293,23063
ZCTA5 23065,601,0,49,0,24,48,0,30,7,37,34,26,144,91,45,47,19,23065
ZCTA5 23066,230,0,0,0,0,0,0,72,0,0,0,0,86,10,33,0,29,23066
ZCTA5 23068,209,0,0,0,0,0,0,0,0,42,20,12,0,135,0,0,0,23068
ZCTA5 23069,1241,46,15,13,6,30,15,22,62,0,157,186,180,131,65,203,110,23069
ZCTA5 23070,318,9,7,56,0,0,0,0,0,0,0,9,38,61,108,16,14,23070
ZCTA5 23071,844,4,0,27,0,43,48,59,45,28,44,76,103,64,60,129,114,23071
ZCTA5 23072,5034,127,73,117,65,91,25,518,405,101,385,640,805,456,343,561,322,23072
ZCTA5 23075,3805,265,350,53,146,101,195,235,118,249,478,540,407,283,152,171,62,23075
ZCTA5 23076,284,0,13,6,0,0,0,0,0,22,6,4,56,91,5,39,42,23076
ZCTA5 23079,161,4,0,0,0,0,9,20,6,0,29,29,19,19,7,19,0,23079
ZCTA5 23081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23081
ZCTA5 23083,806,25,23,0,22,0,16,8,96,0,49,51,268,14,135,74,25,23083
ZCTA5 23084,770,111,15,163,61,31,0,0,22,28,68,95,69,0,23,23,61,23084
ZCTA5 23085,163,0,6,5,0,12,10,10,0,21,0,0,29,0,26,14,30,23085
ZCTA5 23086,1445,102,9,27,12,55,0,65,75,44,11,157,286,151,121,147,183,23086
ZCTA5 23089,2117,48,152,52,19,34,31,18,50,84,129,134,192,237,210,365,362,23089
ZCTA5 23091,243,19,11,13,0,0,28,0,0,0,22,26,13,23,10,52,26,23091
ZCTA5 23092,296,11,8,9,0,0,10,72,0,0,5,9,35,10,37,12,78,23092
ZCTA5 23093,5721,111,293,265,129,181,196,136,317,277,374,637,625,505,620,451,604,23093
ZCTA5 23102,1249,26,0,25,35,50,54,50,43,0,18,38,173,104,88,182,363,23102
ZCTA5 23103,2923,28,31,42,0,52,31,69,32,36,101,219,340,348,163,418,1013,23103
ZCTA5 23106,414,11,43,22,0,0,20,31,7,0,87,45,17,11,0,20,100,23106
ZCTA5 23108,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,23108
ZCTA5 23109,971,4,76,21,25,62,32,12,34,38,69,84,93,96,96,98,131,23109
ZCTA5 23110,401,0,25,0,0,0,19,24,0,0,119,63,65,20,37,8,21,23110
ZCTA5 23111,15317,403,329,231,519,291,469,365,296,323,1018,1335,2136,1762,1847,1920,2073,23111
ZCTA5 23112,21461,466,178,219,233,445,629,430,475,513,1094,1919,2518,2181,2430,3215,4516,23112
ZCTA5 23113,10407,300,137,151,116,75,149,198,203,248,524,692,1083,894,579,1291,3767,23113
ZCTA5 23114,8657,420,60,30,81,201,118,188,216,203,570,674,1053,947,782,1270,1844,23114
ZCTA5 23116,12236,259,123,105,238,237,101,133,149,387,311,624,1066,1436,1484,2287,3296,23116
ZCTA5 23117,4079,76,112,35,82,141,89,122,197,97,375,375,511,583,369,466,449,23117
ZCTA5 23119,119,7,0,0,0,0,0,0,0,27,0,53,19,7,6,0,0,23119
ZCTA5 23120,5532,14,0,31,53,8,20,45,159,29,162,777,372,551,405,800,2106,23120
ZCTA5 23123,751,23,6,58,82,0,75,75,6,47,52,69,84,89,76,9,0,23123
ZCTA5 23124,1863,37,0,0,43,50,83,53,34,28,13,130,208,163,315,387,319,23124
ZCTA5 23126,183,30,0,3,21,1,0,2,4,12,2,28,24,34,19,2,1,23126
ZCTA5 23128,168,0,31,0,0,34,0,12,10,0,0,0,7,27,19,0,28,23128
ZCTA5 23129,141,0,0,0,0,0,0,0,0,0,0,32,24,0,42,25,18,23129
ZCTA5 23130,71,25,18,0,0,0,0,0,0,15,0,5,0,0,0,0,8,23130
ZCTA5 23138,493,6,18,0,29,31,19,34,0,43,33,14,128,27,3,37,71,23138
ZCTA5 23139,10247,193,178,102,243,406,107,122,339,189,618,901,1313,1313,990,1387,1846,23139
ZCTA5 23140,2920,142,36,34,34,24,87,21,71,37,227,304,461,363,335,302,442,23140
ZCTA5 23141,3082,100,0,20,38,27,52,94,66,60,142,213,481,393,479,395,522,23141
ZCTA5 23146,1288,0,0,12,9,0,8,29,27,19,62,57,278,163,90,251,283,23146
ZCTA5 23147,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23147
ZCTA5 23148,623,18,13,11,11,16,1,0,41,103,61,48,152,29,23,51,45,23148
ZCTA5 23149,911,27,0,103,26,18,62,6,0,23,83,204,66,82,107,49,55,23149
ZCTA5 23150,5266,59,215,140,205,255,224,146,134,148,551,370,871,709,351,477,411,23150
ZCTA5 23153,580,34,10,0,0,0,13,0,0,0,60,77,39,68,99,109,71,23153
ZCTA5 23156,565,0,51,56,34,41,84,35,18,0,26,6,39,97,57,6,15,23156
ZCTA5 23160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23160
ZCTA5 23161,141,0,0,0,21,0,0,0,0,0,0,45,6,11,0,58,0,23161
ZCTA5 23163,34,0,0,9,0,0,0,0,0,0,11,14,0,0,0,0,0,23163
ZCTA5 23168,3375,60,9,34,107,47,135,82,115,71,176,123,330,217,349,692,828,23168
ZCTA5 23169,487,34,10,39,14,8,56,0,11,28,17,38,52,81,48,37,14,23169
ZCTA5 23173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23173
ZCTA5 23175,957,7,42,62,33,60,28,38,60,15,82,97,132,81,83,119,18,23175
ZCTA5 23176,287,0,0,0,0,34,0,70,0,0,0,26,47,71,23,8,8,23176
ZCTA5 23177,329,0,46,0,21,42,0,17,0,12,12,0,63,50,25,41,0,23177
ZCTA5 23180,189,0,0,17,8,0,8,6,0,4,10,45,15,46,10,15,5,23180
ZCTA5 23181,2304,111,8,89,17,8,114,102,68,72,117,234,327,332,311,227,167,23181
ZCTA5 23185,20134,865,383,358,361,563,493,448,496,756,955,1468,2410,2226,1988,2721,3643,23185
ZCTA5 23188,18947,801,336,336,330,513,458,384,511,369,1122,1857,2186,2320,1508,2944,2972,23188
ZCTA5 23192,2299,48,32,15,116,9,158,21,94,84,138,30,248,302,297,379,328,23192
ZCTA5 23219,3047,255,187,57,239,89,145,118,149,73,388,321,459,131,147,90,199,23219
ZCTA5 23220,15564,1416,1102,737,520,541,739,540,513,433,1072,1629,1307,1184,743,1453,1635,23220
ZCTA5 23221,7656,119,202,61,104,326,168,99,291,199,494,837,933,694,555,768,1806,23221
ZCTA5 23222,10488,899,683,217,460,508,391,380,423,391,821,884,1320,1018,609,766,718,23222
ZCTA5 23223,24774,1868,1405,980,1666,865,1049,891,720,1657,2086,2322,2582,1766,1509,1944,1464,23223
ZCTA5 23224,17633,1971,805,579,725,1113,504,1016,1223,785,1506,1958,2699,1019,739,725,266,23224
ZCTA5 23225,19412,1083,830,1021,493,561,874,891,833,1046,1659,1804,2771,1479,1087,1360,1620,23225
ZCTA5 23226,7286,147,232,146,24,52,174,137,121,130,383,523,1030,497,581,960,2149,23226
ZCTA5 23227,11784,683,576,536,429,478,447,408,405,545,682,1087,1253,918,824,1149,1364,23227
ZCTA5 23228,15922,714,535,197,384,633,445,531,806,692,1518,2010,2129,1800,1417,1239,872,23228
ZCTA5 23229,13664,321,154,453,256,374,273,448,319,520,432,1244,1650,1191,1167,1654,3208,23229
ZCTA5 23230,5244,200,59,131,263,187,94,169,58,152,295,1037,674,519,581,302,523,23230
ZCTA5 23231,16528,1034,469,457,514,521,526,717,654,473,1034,1691,2182,1932,1235,1826,1263,23231
ZCTA5 23233,12531,313,109,89,110,163,250,138,193,528,558,899,1618,1256,1111,2020,3176,23233
ZCTA5 23234,17156,638,519,706,905,701,443,875,1001,730,1071,2350,2282,1794,1043,947,1151,23234
ZCTA5 23235,14116,493,106,247,213,606,276,327,558,216,746,1470,2090,1688,1710,1583,1787,23235
ZCTA5 23236,10761,266,106,63,151,173,135,240,427,294,476,953,1494,1648,1476,1307,1552,23236
ZCTA5 23237,9581,457,313,282,532,202,305,134,351,295,566,1037,1412,1297,698,1179,521,23237
ZCTA5 23238,11173,296,193,145,399,188,373,343,331,353,628,907,1397,1195,954,1075,2396,23238
ZCTA5 23250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23250
ZCTA5 23284,20,4,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,23284
ZCTA5 23294,8390,354,189,246,139,260,280,578,405,437,904,1039,963,885,452,561,698,23294
ZCTA5 23298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23298
ZCTA5 23301,651,9,45,27,32,21,12,52,63,105,100,70,29,23,41,20,2,23301
ZCTA5 23302,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23302
ZCTA5 23303,170,0,13,0,0,0,0,7,0,16,18,0,7,28,13,31,37,23303
ZCTA5 23304,21,0,0,0,0,0,0,0,0,0,0,0,8,7,0,6,0,23304
ZCTA5 23306,589,10,5,43,2,0,39,11,16,10,90,33,34,115,27,13,141,23306
ZCTA5 23307,309,43,31,0,0,21,8,27,32,0,10,0,101,4,21,11,0,23307
ZCTA5 23308,864,56,34,8,26,45,3,91,44,29,49,57,188,77,58,62,37,23308
ZCTA5 23310,2362,157,187,134,115,114,55,97,62,65,133,225,349,194,91,189,195,23310
ZCTA5 23314,3903,117,26,184,189,56,130,20,117,70,109,390,434,519,493,460,589,23314
ZCTA5 23315,701,24,9,0,29,9,33,10,0,121,41,97,53,129,80,50,16,23315
ZCTA5 23316,30,0,0,9,0,0,0,0,2,0,2,3,5,2,7,0,0,23316
ZCTA5 23320,25741,1236,654,508,500,1116,881,830,488,963,1381,2726,4002,2426,2559,2399,3072,23320
ZCTA5 23321,14562,286,201,367,166,419,626,349,116,550,968,1265,1894,1738,1311,2053,2253,23321
ZCTA5 23322,22096,654,207,193,317,186,357,362,220,441,911,1405,2169,2444,2656,3885,5689,23322
ZCTA5 23323,14631,230,317,298,366,256,451,217,305,254,885,1221,1869,2123,1386,2247,2206,23323
ZCTA5 23324,9241,942,440,310,445,342,427,349,395,367,772,1485,1049,434,433,561,490,23324
ZCTA5 23325,7464,330,256,269,252,426,209,301,302,214,686,631,1078,1046,472,405,587,23325
ZCTA5 23336,1737,92,6,50,56,142,129,36,108,91,114,232,188,116,115,174,88,23336
ZCTA5 23337,206,0,36,0,0,5,0,0,5,0,0,63,36,30,7,9,15,23337
ZCTA5 23347,179,2,0,0,8,0,2,1,0,28,0,15,9,8,24,26,56,23347
ZCTA5 23350,1358,101,197,62,73,62,49,33,66,70,69,94,139,75,91,52,125,23350
ZCTA5 23354,213,0,0,0,0,0,0,33,5,0,9,3,19,7,0,25,112,23354
ZCTA5 23356,744,0,0,0,23,9,0,40,26,7,63,39,142,195,43,81,76,23356
ZCTA5 23357,256,11,37,10,0,48,33,0,21,0,0,7,45,33,7,0,4,23357
ZCTA5 23358,94,0,0,0,0,0,0,0,0,0,47,0,47,0,0,0,0,23358
